Id,Text,Label
23,"aircraft was grounded : pilot reports while descending on autopilot ( 2 ) in indicated air speed mode set to 290kts, the aircraft began to descend unusually fast in vertical speed while maintain 290 knots. the airspeed on both first officer and captain ' s indicatiors then quickly decreased to 230 knots. approximately 10 seconds after indicating 230 knots both captain and first officer ' s airspeed increased to 350kts, believed to be the actual airspeed. all pitot heaters indicated good current draw. no flags. standby airspeed appeared to be correct. maintenance replaced the #2 air data computer iaw amm 34-16-01. return to service test normal for both dfgc iaw amm 22-01-05.",Yes
24,"aircraft was grounded. during descent at 21,000 in icing conditions, had airspeed unreliable on ca ' s side, standby and first officer ' s instruments normal. ca ' s airspeed reading 80 knots, but actual speed 300 knots. followed qrh and emergency checklist, emergency declared. ca ' s airspeed normal at 4 mile final. no airspeed limits exceeded, anti ice was on. stick shake right came on as expected. replaced lt air data inertial reference unit, iaw amm 34-21-01. operations check good. also replaced lt air data module ( aala202011199016 ), iaw 34-21-04 and lt pitot tube ( aala202011199010 ) iaw 34-11-01. operations check good.",Yes
25,"aircraft was grounded : pilot reports at fl270 got indicated air speed disagree on captain. flight display. disconnect autopilot, stabilized airplane. engine. anti ice was on, temperature plus 7 celsius. on descent checklist, recall showed engine. light. accomplished qrh procedure for airspeed unreliable. first officer landed aircraft. emergency declared. no apparent damage noted by arff. probe heat was on since the before start checklist. maintenance accomplished fim 31-62-00-810-876 airspeed disagree task. found left pitot probe resistance values out of limits. replaced captain. pitot probe and accomplished installation test iaw amm 34-11-01-000-801. performed left pitot system leak test iaw amm 34-11-00-790-810. no leak noted. ok for service.",Yes
26,"aircraft was grounded. during descent at 21,000 in icing conditions, had airspeed unreliable on ca ' s side, standby and first officer ' s instruments normal. ca ' s airspeed reading 80 knots, but actual speed 300 knots. followed qrh and emergency checklist, emergency declared. ca ' s airspeed normal at 4 mile final. no airspeed limits exceeded, anti ice was on. came on as expected. replaced lt pitot tube, iaw amm 34-11-01. operations check good. also replaced lt air data module ( aala202011199016 ), iaw 34-21-04 and lt air data inertial reference unit ( aala202011199017 ) iaw 34-21-01. operations check good.",Yes
27,ship 3731 - air turn back - due to engine fault light illuminated with both eecs in alt. also have a captain. altitude and airspeed disagree. on approach had a flap disagree message. found captain ' s pitot line disconnected from adm. replaced captain ' s pitot and static adms. replaced left angle of attack sensor. ops checks good. aircraft returned to service.,Yes
28,diversion - at fl 300 indicated air speed disagree eicas message left airspeed 308 right airspeed 927 and decreasing stanby airspeed at 240 rudder ratio aileron lockout eicas messages followed stall warning activation 5 or 6 times a few minutes later lr electronic engine controllers mode eicas messages per formed pitot static leak check iaw 34-11-00 no fauilts found inspected pitot drains all are clear replaced right adc iaw 34 - 12-01 operation check good aircraft ok for service esr : 34-12-01-01a,Yes
29,"during climb, cadc light illuminated and the captain `s airspeed climbed quickly toward the barber pole. switched to ad center bolt on 2 and captain `s airspeed returned to normal. after a few minutes, and later with several overspeed warnings at 280kts. emergency declared, flight landed without further incident. the aircraft was grounded. maintenance replaced the captain `s pitot tube and performed satisfactory operational check iaw amm 34-11-02.",Yes
30,"ship 3826 - diversion - diverted to iad due to airspeed disagree message. corrective action : performed lt right air data inertial reference unit built in test equipment test. no faults found. inspected pitot static assemblies and drains. no trouble found. performed pitot probe heater test. all he aters warm. replaced lt right angle of attack sensors, lt right air data inertial reference unit, tat probe, right pitot adm, right pitot probe and efis control panel. all operation check good. aircraft returned to service.",Yes
31,during takeoff roll captain pfd does not display air data for altitude or airspeed. takeoff was aborted and aircraft returned to ramp. during troubleshooting left adc shows a 1 on led display signaling an angle of attack vane failure. further troubleshooting revealed angle of attack sensor was ok and that the adc had a latched hard failure and required replacement. adc replaced per amm and aircraft returned to service. during next departure captain airspeed did not rise during takeoff roll. aircraft returned to ramp and found upper left pitot blocked. obstruction was cleared and pitot static low and high range leak checks accomplished on airspeed and altimeter systems with no defects noted. nature of condition : other precautionary procedure : aborted takeoff part name : pitot tube part condition : blocked,Yes
32,"aircraft was grounded. during descent at 21,000 in icing conditions, had airspeed unreliable on ca ' s side, standby and first officer ' s instruments normal. ca ' s airspeed reading 80 knots, but actual speed 300 knots. followed qrh and emergency checklist, emergency declared. ca ' s airspeed normal at 4 mile final, no airspeed limits exceeded, anti ice was on. came on as expected. replaced lt air data module, iaw amm 34-21-04. operations check good. also replaced lt pitot tu be ( aala202011199010 ), iaw 34-11-01 and lt air data inertial reference unit ( aala202011199017 ) iaw 34-21-01. operations check good.",Yes
33,"aircraft was grounded : during climb indicated air speed disagree message. first officers airspeed indicated 130 knots slow at altitude. during descent through 20,000 airspeed returned to normal through the rest of the flight. maintenance found fault messages on air data inertial reference unit nr 2 ( air data inertial reference unit ) and replaced it iaw amm 34-21-00. satisfactory operational checks were accomplished.",Yes
34,"isfd airspeed unreliable. airspeed went from 300kts to 50 knots, returned to normal late in approach. airspeed unreliable at 17000 and continued until 2500. emergency declared and flight landed without further incident. the aircraft was gr ounded. maintenance found auxillary pitot head inoperative and replaced auxillary pitot tube iaw amm 34-11-01, and perf ormed satisfactory operational check.",Yes
35,"air turn back for multiple alerts being displayed, stick pusher fail, autopilot not available, indicated air speed anomaly between captain & first officer, rudder limiter fail. found bee lodged in captain `s pitot. removed & blew out debris. performed adir 1, adir 2, fcc 1, fcc 2, via 1 & via 2, all test passed. performed captain `s pitot leak test iaw amm 34-11-00. leak checked good. ok for service. nature of condition : first officer. precautionary procedure : unsched landing part name : pitot head part condition : obstructed",Yes
36,"aircraft was grounded : airspeed and altitude unreliable in-flight, crew declared emergency and arrived at destination without incident. tightened b-nut on right pitot probe iaw amm 34-11-01, operation check good.",Yes
37,"at cruise altitude, after 30 minutes of flight, simultaneous loss of captain `s flight management computer, first officer flight management computer, captain `s navigat ional display went blank with multi acquisition processor flag, vertical track flag, captain `s flight display and first officer `s flight display invalid entry message displayed on lower lt of screen. flight management computer center drive unit were inoperative except limited function. also unable to couple the working autopilot to any navigational type mode. emergency declared and flight diverted and la nded without further incident. maintenance replaced the flight management computer iaw amm 34-61-02 and performed satisfactory operation check.",Yes
38,"inspection type : na * emergency declared * landed without incident * on rotation on takeoff out of lan the left captain flight instruments and airspeed indications erronous first officer was pilot flying recieved overspeed and winsh easr warnings and airspeed went to the top of scale selected right air data first officer indication nor mlh adc failed. removed and replaced left air data computer iaw 757 a, 34-12-01 pageblock 401. op checkd adc system. no faults found. ok for service at this time",Yes
39,"no airspeed on captains indicator, aborted takeoff and returned to blocks. inspected pitot tube and removed debris, op ' s and leak check good iaw amm 34-11-00. nature of condition : other precautionary procedure : aborted takeoff part name : pitot tube part condition : obstructed",Yes
40,"aircraft was grounded. mia dfw flight aborted takeoff at 90 knots due to captain airspeed indicator failed. accomplished inertial reference system check iaw amm 34-21-00, air data computing system check iaw amm 34-12-00, and captain first officer airspeed check iaw amm 34-11-00. all operational checks good. nature of condition : other precautionary procedure : aborted takeoff part name : indicator part condition : failed",Yes
41,rejected takeoff at approximately 91 knots due to an airspeed disagree indication. removed and replaced right air data module iaw amm 34-21-04. operation check good. aircraft was grounded. nature of condition : warning indication precautionary procedure : aborted takeoff part name : air data module part condition : faulty,Yes
42,inspection type : na * air turn back - emergency decl ' d - no emergency equipment used - landed uneventfully * air turn back @ 0302z for unreliable airspeed indicated air speed and alt comparitors lvl2 sel elevator feel man sel flap lim override select fadec alt illuminated found #2 pitot probe plugged with debris. cleared debris and pitot system flush and purge iaw 34-11-00-600-801. leak check of fos pitot system good iaw mm 34-11-00-700-802. fadec fault codes were adc #2 related. aircraft ok for service,Yes
43,"aircraft grounded, at fl370 in cruise indicated air speed disagree : airspeed on capts decreased to 120kts, first officer was in red band, capts altitude began climb, first officer began descent ( stby airspeed and alt indicated normal at all times ). ran qrc & qrh procedure. an emergency was declared and aircraft returned to mia, landed safely without further incident. right & right captain pitot probe per amm 34-11-01 with new connector. satisfactory heater, leak & resistance checks, per wdm 30-31-1130-31-12. right & right fcc-a per amm 22-11-33. right & right nr 1 display electronics unit per amm 31-62-21. auxiliary power unit shutdown after a few minutes, replaced auxiliary power unit inlet pressure sensor per amm 49-52-31, operation check normal. accomplished built in test equipment check, per amm 49-61-00, no faults noted. ok for service.",Yes
44,"leaving fl410 for fl390, caution message indicated air speed disagree was displayed along with left & amperage ; right engine electronic engine controllers, aileron lockout appeared, & amperage ; rudder ratio. first officer airspeed indication decreased as we descended, and passing fl250, the first officer airspeed indication returned to normal. performed first officer ' s pitot system leak test iaw amm 34-11-00, no defects noted. removed and replaced right adc iaw amm 34-12-01, operation check good.",Yes
45,"aircraft was grounded : on descent out of fl300 in imc conditions got indicated air speed disagree. fos airspeed mach indicated 8 knots indicated air speed. happened several times between fl300 and fl200 then corrected. maintenance troubleshot iaw fim 31-62-00. built in test equipment checked air data inertial reference unit and cds. had 31-65060 fault. checked pitot and static for blockage, leaks and moisture. heaters all norma left. replaced right angle of attack iaw amm 34-21-05. all ops checks are normal.",Yes
46,"aircraft started an uncommanded climb. captain manually disconnected the autopilot. captain instruments showed cws-p, a climbing altimeter, and a vertical speed indicator showing a decent. first officer instruments normal. then irs, l-drift message followed by compartment irs 1-2 then irs fault. removed and replaced left air data inertial reference unit iaw amm 34-21-01, operation check good. accomplished head up display ops test 34-36-00-501.",Yes
47,aircraft was grounded. emergency declared. mia gua flight diverted to fll account unreliable airspeed indication after takeoff. landing uneventful. maintenance found quick disconnect on the m1750 air data module left pitot pressure disconnected. reconnected quick disconnect coupling and accomplished built in test equipment test per fim 34-21-00-810-801. operational check good. nature of condition : warning indication precautionary procedure : unsched landing part name : coupling part condition : disconnected,Yes
48,right elevator pitot caution light illuminated after engine start. remained illuminated during power transfer with probe heat switches in auto and on positions. aircraft grounded. right & right the right elevator pitot probe. ops & leak checked normal iaw amm 34-11-01 & 27-31-17. nature of condition : warning indication precautionary procedure : return to block part name : pitot tube part condition : malfunctioned,Yes
49,aircraft was not grounded : takeoff with nr 1 flight deck engaged - autothrottle set takeoff power when toga was selected but toga would not deselect when vertical navigation level chg or vertical speed mode-s were selected continued. ca flight mode annunciation pitch mode blanked and a yellow pitch mode warning displayed on captain navigation display. nr 1 flight deck selected off nr 2 flight deck autopilot selected on and all pitch functions worked. replaced right flight management computer per amm 34-61-02. flight management computer operational test no rmal.,Yes
50,"at fl380, with the engine & wing anti ice on, received an indicated air speed comparitor light. airspeed started decaying toward the lower first officer ot. started an immediate descent to fl340. level 2 sel elevator feel man. qrh directed reference to flight inste uments > emer g non-alert procedure - airspeed unreliable. complied with qrh. cadc 2 - inop. jt crew debrief : was in heavy icing conditions and suspected possible ice blockage. cadc 2 passed ops built in test equipment test. msc air data heater test passed. pitot moisture traps in electronic equipment were dry. disc 2 pitot line at cadc qd fitting and blew dry nitrogen back through system. in itially had no flow, but after a few seconds a couple cc ' s of cold water blew out of pitot tube and had good flow. ve",Yes
51,"aircraft was grounded : pilot reports pitot static failure at fl310 with unreliable airspeed and autopilot disengaged, could not determine which side was incorrect. mach trim inop and an overspeed indication was received. maintenance removed and replaced #1 digital air data computer iaw amm 34-16-01. accomplished rts, test passed go. accomplished pitot sta tic leak check, ok iaw amm 34-11-00. accomplished overspeed inspection iaw amm 05-51-05, no damage noted.",Yes
52,"aircraft was grounded : pilot reports on descent, flight management computer message - ir5-l drift then verify position left pfd tumbled and head ing was incorrect. finally the left irs fault light illuminated. on final airspeed low warnings. the first officer instruments were normal throughout. maintenance removed and replaced left air data inertial reference unit iaw amm 34-21-01. ops che cks good.",Yes
53,"aircraft was grounded : pilot reports autopilot b disengaged while in level flight at fl380. altitude window on flight gu idance panel indicated 50000 and both flight directors disappeared. turned off both flight directors and then re-engaged both flight directors and re gained captains flight director, but not fos. altitude window showed 23800 after flight di rectors were re-set, actual altitude was 38000. selected laternal navigation and 38000, then vertical navigation and was able to engage autopilot. maintenance replaced dfcs mode control panel iaw amm 22-11-34. installation test good iaw amm 22-11-34. ops test good iaw amm 34-36 - 00.",Yes
54,"during descent, in heavy rain, received a miscompare and several alerts, sel elevator feel man, sel flap lim override. determined the first officer `s airspeed reliable after running airspeed unreliable checklist. landing uneventful. found the captain `s pitot tube drain holes totally clogged. removed debris iaw amm 34-11-02-6. pumped up captain `s and first officer ' s airspeeds after cleaning & they matched in-flight deck. iaw amm 34-16-00-5. aircraft good for service.",Yes
55,"aircraft rejected takeoff at 82 knots due to speed and alt flags on left pdf, maintenance replaced the left adm pitot iaw amm 34-21-04, tested correct. nature of condition : warning indication precautionary procedure : aborted takeoff part name : adc part condition : damaged",Yes
56,"both flight management computer ' s have failed or flight management computer selector is in left with the left flight management computer failed or is in right with the right flight management computer failed. right control display unit ( control display unit ) fault. emergency declared. swapped control display unit from first officer position to center position due to failure of first officer control display unit. replaced center control display unit and op check good ref amm 34-01-02. nature of condition : multiple failure, warning indication precautionary procedure : unsched landing, dump fuel part name : control display unit part condition : faulty",Yes
57,aircraft was grounded : pilot reports intermittent autopilot pitch movement twitching in smooth level flight. note : upon descent fd bars & aircraft ( gold triangle symbol ) stayed together but pitched up & down relative to the horizon and autopilot followed this instrument movement on ca pfd only autopilot was connected to first officer side and although autopilot pitch was oscillating the first officer pfd was stable. maintenance found multiple attitude 1 signal faults on both dfgc s during fault review. replaced the #1 vertical gyroscope iaw amm 34-23-01. ops test good.,Yes
58,"aircraft was grounded, pilot reports during departure had several indicated air speed disagree messages fault. fos airspeed agreed clo ser to stby airspeed. stabilized by cruise with no further occurrence. maintenance accomplished fim 31-62-00-810-876, al left leak and comparison checks on all systems normal at high level, no discrepancies noted inspected probes no blockage no trailing edge down. replaced nr 1 pitot adm, leak and operation check normal iaw amm 34-21-04, all required tests ok.",Yes
59,"inspection type : na air turn back no emergency declared. landed without incident. indicated air speed disagree alt disagree and stell warning p li showed in captains fd was on for entire flight indicated air speed disagree checklist was ran. removed and replaced the damaged left angle of attack vane, iaw amm 34-12-03-404-148. operations check good. esr : ipc 34-12-03-01-020j.",Yes
60,"aircraft was grounded : pilot reports on climb out passing about fl240 in imc, the airspeed disagree and alt disagree messages ( fos side was wrong failed low ) came on. we were flying through icing as well. descending through 16,000. first officers instruments returned. maintenance removed and replaced the right air data inertial reference unit iaw amm 34-21-01. no further faults noted.",Yes
61,aircraft not grounded : pilot reports at cruise altitude with cmd b autopilot engaged vtk displayed on both nd displays right eturned to normal also laternal navigation disengaged had to re establish the laternal navigation route and re-engaged vertical navigation. this occurred five times du ring the flight. flight management computer light did not illuminate. maintenance performed test to both flight management computer flight management computer system and op test iaw amm 34-61-00-710-801. test result ok.,Yes
62,"air turn back declared emergency right after takeoff first officer side failures were : no data on compass rose, no heading bug on primary flight display or navigation display. no later flight director, no speed trend vector, also traffic alert collision avoidance system fail to illuminate. right & right interial system display unit iaw amm.",Yes
63,"aircraft was grounded : at cruise altitude 33, with all engine and wing heat on the mach trim, inoperable light illuminated, airspeed mach indication. emergency was declared inbound to bna, remainder of the flight continued without autopilot and autothrottles using standby mach airspeed indicators. maintenance replaced nr 1 central air data computer per mm 34 - 16-01 and performed satisfactory operational checks.",Yes
64,"indicated air speed comparator and "" sel elevator feel man "" and "" sel flap lim override "". captain airspeed 9 knots slower than first officer and sby. captain showed 35 knot tail wind with a 3 knot head wind on first officer side. approximate fl160 had moderate precip when first fault "" indicated air speed comparator "" showed. shortly after had autopilot trip. captain switched to cadc 2 for remainder of flight.. fcc 1 & 2 have 12 faults correlating to debrief, resulting from "" adiru-1 adadiru-2 ad "" true air speed inv "" and "" computed air speed inv "" including "" autothrottle sngl "", "" p flight deck bov "", "" autopilot disc "", "" fl sngl "" and "" elf sngl "". fact 02jun19 05 : 10 slc u found captain pitot drain obstructed ( not totally plugged ), water was slowly seeping out, cleared drain holes and drained approximate 5cc ' s of remaining water. check",Yes
65,aircraft was grounded : passing fl200 vertical navigation disconnected on captain ï ¿ ½ s side. airspeed fluctuated. pfd flag in view. returned to ord. replaced first officer ' s pitot air data module per amm 37-21-04.,Yes
66,"air turn back due to a loss of all electrical power, the autopilot disconnected and both eicas screens were blank, selected emergency power. left generation system failed with no automatic transfer to right and stby power did not come on. the auxiliary power unit was started and normal power was re-stored. ran the qrh for generator off. crew declared an emergency and landed. right & right the k109 relay, c901 lt generator circuit-breaker iaw amm 24-22. right & right the lt intergrated drive generator, generator control unit, and bpcu iaw amm 24-22. good.",Yes
67,the aircraft was grounded. indicated air speed disagree light annunciated in-flight at fl280 with engine anti ice and pitot heat on. both ca and first officer determined to be inop as per qrh. the flight declared an emergency and landed dfw without further incident. accomp req tests. nature of condition : warning indication precautionary procedure : none part name : probe part condition : failed,Yes
68,aircraft was grounded : pilot reports autothrottle & autopilot disconnect uncommanded. maintenance replaced #1 air data inertial reference unit iaw amm 34-21-01. all checks are normal.,Yes
