Id,Text,Label
23,"rt wing leading edge skin at the fuel access panel fwd inboard corner has a .300 inch crack, marked.  repaired rt wing l eading edge skin at the fuel access panel fwd inboard corner, ref srm 57-40-02-2r fig 202.",No
24,left entry door slide would not arm. after opening  door notice part of slide girt bar hanging from  bottom of door.  un able to fulling open door.  inspected door found girt bar laying on floor  detached from slide. suspect door was partial ly  opened with slide armed. verified slide pressure  and door assist pressure were still present and not  discharged. r econnected slide girt bar to door  mechanism iaw amm 25-66-01-4 and verified proper  engagement iaw amm 52-11-25. door/s lide ops cks  normal. existing girt bar servicable part not  changed.   inspected door found girt bar laying on floor  d etached from slide. suspect door was partially  opened with slide armed. verified slide pressure  and door assist pressu,No
25,r1 door forward girt bar fitting missing.  / r&r fitting iaw amm.,No
26,aircraft was grounded: lavatory e has missing emergency light cover outside of lavatory. replaced missing emergency ligh t lens per amm 33-51-00.,No
27,"aircraft was not grounded.  rt aft service door slide bracket missing screws.  replaced missing screws, iaw amm 25-66-01 .  operations check good.",No
28,aircraft was grounded: row 28 left back plate and hardware missing at seat emergency light assembly. installed missing e mergency light escape path light closeout and hardware at row 28abc per cmm 25-23-67.,Yes
29,aircraft was grounded: advised by atc that tire debris left on 18l dfw aircraft diverted to lax and declared an emergenc y. upon landing found left main outboard missing. removed and replaced # 4 main lg tire wheel assembly (aala202207292114 ) per amm 32-45-11 inspected axle assembly no damage noted. found number 4 brake hose damage from blown tire. removed an d replaced hose assembly (aala202207298019).,Yes
30,aircraft was grounded: advised by atc that tire debris left on 18l dfw aircraft diverted to lax and declared an emergenc y. upon landing found left main outboard missing. removed and replaced # 4 main lg tire wheel assembly (aala202207292114 ) per amm 32-45-11 inspected axle assembly no damage noted. found number 4 brake hose damage from blown tire. removed an d replaced hose assembly (aala202207298019).,Yes
31,found panel 412ar unlatched and open on #1 eng nose cowl on arrival -- see photo lots if history under ata 71; 72 and 54  photo added -- suspect air leak from seal missing around duct -- photo -- cmm 71-11-22 fig 1 sheet 4 showing required s eal assly note : this a pressure relief door 412ar see notes on photo -- the #2 engine does not have any gaps at items 1 90; 195; 200; 187; 185; 180.. all and the seal is visible --- removed and replaced lh engine inlet cowl assy and ops/lea k check good,Yes
32,"pda 3 hyd line support bracket missing all 3 fasteners. located above left mlg.  see photo. added photo. added part #. a dded part #. pda 3 hyd line support bracket above left mlg has been evaluated by s/m & determined bracket is missing the  3 mounting bolts, potted inserts in panel are good. need to install mounting bolts. reinstalled support bracket above l eft main landing gear.",Yes
33,aft cargo compartment r/h transition panel cracked between sta 727b and sta 727c. cut out damaged trans pnl matl located  drilled pnl. alodine and primed. isntalled pnl.,No
34,r1 door escape slide anchor (floor) plate missing a screw.  r&r plate screw per amm.,No
35,aft entry door slide is catching lower door frame when closing the door. / r&r aft entry slide assembly per mt.,No
36,aft passenger entry and exit door (captains side).  aft escape slide floor bracket missing one deck fastener screw.  rep laced missing fastener ref srm 51-40-02.,No
38,crack ceiling panel 121yac (shroud panel) fwd cargo compartment /,No
39,aft service door escape slide coming out bottom of door. / [01] re-positioned aft service door escape slide per amm 25-6 6-01.,No
40,aircraft was not grounded: cabin entry door 4r emergency exit light/sign damaged/missing. installed cabin entry door sig n at door 4r.,No
41,aircraft in base maintenance: corrosion on lower fuselage wing to body fairing access panel 193ar (right hand wheel well  panel ??? forward outboard) support t chord located at bs 683 and rbl 20. replaced t chord per srm 53-40-71-1a-1 table  112 item 12 (4).,No
42,"pda 1 engine 2 nose cowl has a 19""x12"" (228 square inches) piece of the external honeycomb skin missing at approximately  the 2 o''''clock position. a/c arrived in iah from ord, flight 2675 in this condition. performed a visual check and could  not locate missing piece. performed visual inspection of affected area and lower wing area and flight controls. referen ce logpage 7898070 for corrective action on eng.#2 nose cowling. ok to continue.",Yes
43,"ship 6706 -misc- experienced a hard landing and dislodged an overhead panel row 32-33 impacting passengers. corrective a ction: c/w exterior hard landing phase one inspection - no damage noted. performed phase one and two of the cabin inspec tion, resecured and adjusted aft ceiling panel and no other damage noted.",No
44,"during aircraft arrival maintenance found l/h lower  fusalage airstart access door detached and missing  from aircraft f uselage, upon access door leaving  fuselage in flight, smaller hole was made at center  of fusealage centerling.          installed lh ground air supply access door per ref  52_49_04_4_0. ac ok for service.",Yes
48,crack ceiling panel 120yac (shroud panel) fwd cargo compartment /,No
49,aircraft was not grounded: during pre-flight the lower portion of emergency wing door was not in correct position. found  trim close out panel misaligned. opened emergency exit repositioned panel and close exit door iaw amm 52-22-00-580-803.,No
50,r1 door escape slide compartment missing rivet on girt bar latch.  installed rivet per srm.,Yes
51,aft service door escape slide skirt drags on lower door frame. ; / [01] adjusted aft service door slide and cover. door  moves freely. per amm 25-66-01,No
52,r/h elevator most o/b fairing pnl suppory found crack.rh elevator most o/b fairing pnl lwr support replaced per srm 51-4 0-02 srm 51-10-02.,No
53,"pda 3 right pack exhaust diffuser door stop (l-angle) cracked and partially missing -- see safety bulletin 20sfy020 -- s ee photo,s photo,s added the door stop (l-angle) is approx 40-50% broken off &amp; missing and the rest of the door stop  (l-angle) cracked almost to the end. ipc 21-51-03-06a...",Yes
54,"pda 3 both, left wing &amp; right wing , flaperon inboard end seals missing .....left flaperon inboard end upper &amp; l ower seals missing and right flaperon inboard end lower seal missing...see all photo,s request cdl 57de.... left flapero n inboard upper seal = 33"" plus inboard lower seal = 7"" .......total length missing 47"" cdl applied -- parts added ref i pc 57-63-51-01 left flaperon inboard lower seal = 7"" plus right flaperon (33+7+7)....rounding upto 4 feet per cdl card 5 75310.... dispatch desk: 007  name: d.p  date: 15-oct-22- 4 feet missing approved...tomc mo photo,s added",Yes
55,"pda 3 both, left wing &amp; right wing , flaperon inboard end seals missing .....left flaperon inboard end upper &amp; l ower seals missing and right flaperon inboard end lower seal missing...see all photo,s request cdl 57de.... left flapero n inboard upper seal = 33"" plus inboard lower seal = 7"" .......total length missing 47"" cdl applied -- parts added ref i pc 57-63-51-01 left flaperon inboard lower seal = 7"" plus right flaperon (33+7+7)....rounding upto 4 feet per cdl card 5 75310.... dispatch desk: 007  name: d.p  date: 15-oct-22- 4 feet missing approved...tomc mo photo,s added",Yes
56,aircraft was not grounded: door 2r emergency light panel is missing wires exposed. removed and replaced emergency exit l ight door r2 operations check good per amm 33-50-00.,Yes
57,aircraft was grounded: row 32 left emergency light assembly missing back plate and hardware. installed missing emergency  light escape path light closeout and hardware at row 32abc per cmm 25-23-67.,Yes
58,"m/d scd aft door sill o/b panel upper skin found crack.(<p>m/d scd aft door sill o/b panel upper skin repaired as per&nb sp;<span>eo 4425a500, srm 51-70-13 and component sb and cmm.</span></p>)",No
59,l1 door escape slide loose missing bolt.  installed screw iaw amm.,No
60,"on take-off aircraft tried to roll to the left. during flap retraction at approximate 10 degree aileron control returned  to normal. aircraft was operated to destination station phik and had an uneventful landing. on post flight found left w ing inboard fore flap missing. pieces of fore flap were recovered at departure station pgua. departure of fore flap duri ng take-off caused additional damage to the aircraft wing to body fairing, number 5 and number 6 ground spoiler, wing tr ailing edge composite panel, left wing inboard mid flap and left wing inboard aileron. a conditional inspection for part s departing the aircraft has been accomplished in accordance with amm 05-51-58. a supplement to this report will be subm",Yes
61,no 4 eng vibration on 4.1 after fl280 for all climbs performed engine vibration inspection iaw amm 71-00-00. found missi ng panel and damage to thrust reverser. performed parts departed inspection iaw amm 05-51-59),Yes
62,aircraft was grounded: cabin right hand side asile floor panel between bs 508 and bs 597 has a section of the floor pane l raised up and damaged caused by support pucks under the floor panel. repaired floor panel per ea 293798a.,No
63,"aircraft in base maintenance: flight deck evacuation panel missing bulb. replaced panel with serviceable unit iaw b777-3 00 amm 25-63-02, ops check good.",Yes
64,aircraft lav service door found missing on inbound flight. see picture. gvi waste tank service port and lh tail structur e. no damege found. replaced waste service panel. ops ck good.,Yes
65,during inspection found missing upper bracket hinge of escape slide at r3 door. replaced bracket.,Yes
66,"(log 8059233)during inspection found no 2 flap outboard flap track fairing tail cone missing. iro nbr 3 inboard flap tai l cone fairing fwd to cdl 57-10-04. plac installed. ""supplemental information"" 01/13/22, station lax. after further inve stigation it was determined that the tail cone did not fall off the aircraft. it was removed by maintenance to facilitat e a repair. therefore, this does no longer qualify as an sdr/pda for parts departing aircraft.",Yes
67,r2 door escape slide girt bar missing teflon ring.  installed stop ring iaw mm.,No
68,"missing fo side overwing emergency light cover just aft of exit door.   replaced missing emergency light cover at rt ove rwing emergency exit door, per amm 33-51-11.",No
69,aircraft was grounded: cabin left hand side asile floor panel between bs 508 and bs 597 has a section of the floor panel  raised up and damaged caused by support pucks under the floor panel. repaired floor panel per ea 293793a,No
70,"pda 3 seven screws missing from indoard flap, outboard track tailcone fairing. % from left wing, 2 from right wing shoul d say 5 from left wing fairing. see lp 7778796 and 7778803 for disposition",Yes
71,"pda 3 left pack exhaust diffuser l-angle (door stop) cracked and partially missing -- see photo,s photo,s added safety b ulletin",Yes
72,pda 2 pda for low pressure conditioned air access door hold open rod. part of hold open rob believed to have departed ai rcraft.  r4ef log 3055467 iaw gmm 02-30-95 pda documented sdr flagged. part of low pressure conditioned air access door  hold open rod missing. mpn: 53727-23 ipc 52-49-51-15 # 120,Yes
73,inspection type:4cr/h wing lower skin panel between xors 683.40 and xors 713.65 at fuel access panel 636as door landing  is cracked.repaired r/h wing lower skin panel between xors 683.40 and xors 713.65 iaw vt-saa ea 011-5730-01-a8159-ir and  ups eo md11-5730-76477-a.,No
74,left wing flaperon cove panel outboard control arm bracket cracked and missing hardware.   the aircraft was grounded.    replaced flaperon cove panel iaw amm 27-11-14.,Yes
75,#2 eng thrust reverser cascade vane departed aircraft on landing.  aircraft was grounded.,Yes
76,aisle floor prox emergency light missing at seat position 17f single light assy only missing mel applied as per 3351t. a ttendent panel and flight deck switch placarded to reflect.,Yes
77,during inspection found missing (2 ea) upper angles of escape slide at r3 door and replaced.,Yes
78,''supplemental information'' ship 6810 door handle door 2(l) trim cover plate missing. corrective action: removed cover fr om 1(l) door handle and replaced in 2(l) door. installed missing trim on door handle per b757 amm 52-02. (8571414),No
79,left wing lower wing pnl sta. 822-829 is corroded at fuel pnl,Yes
80,door lower web panel cracked.  r&r lower door web panel ref sip.,No
81,aircraft was not grounded: aft left lavatory door hinge broken. tightened loose bi-fold wheel pin assembly at top forwar d corner of door to maintain door in upper track.,No
82,large panel on underside of fuselage was found missing by ground crews. panel was found on the runway. panel appears to  have been ran over by the gear and struck the aft fuselage. grounded - yes. performed conditional inspect per b737-900 a mm 05-51-59 found impact on the left side fuselage. inspected structure at the panel 192bl with no defects noted. inspec ted left main gear tires & strut assy with no defects noted. after further inspection found second impact to left of fus elage aft of the atg antenna. accomplished additional conditional inspection ref amm 05-51-59. also found 2 scratches on  fwd upper frame (beam) for access panel 192bl. installed new ecs ram air inlet mixing duct panel 192bl. no other defect,Yes
83,"*this is a supplemental report to the original report, with the same control number, circulated on 09/27/2022* during cl imb thru 16000 ft the fa stated there was a loud noise near door l3. right pack ac bay door found missing on arrival dub ; installled r/h ecs door panel 194lr p/n 149t7210-70. ops check good.",Yes
84,ship 5651 found r2 door fwd/mid intercostal door stop fitting missing bearing plate. corrective action: installed door s top fitting bearing plate iaw amm 52-11. (5251023),Yes
85,"(aircraft 6822, l/p 6532920) after t/o vibration and hi pitched humming from left side of a/a. could feel vibration in f lt. controls, rudder pedals and airframe. after level off, went away, nothing on descent. corrective action: during w/a  found lt side pack inlet access door missing. also panel damage. 665422. removed panel, routed to shop. reinstalled pane l.",No
86,during inspection found missing upper hinge half of escape slide at r3 door and replaced.  system operation is normal.,Yes
87,over wing emergency exit door on captains side lower handle and cover assembly broken.          / installed missing hard ware iaw sip.,No
88,lt wing upper skin panel.,No
89,"pda 2, crew reports panel left the lt inbrd pylon area on takeoff. identified panel to be 432dr. contacted iah to have c ity survey runway to find panel, they could not find any panel. ams station report no further damage to area. notified i ah esc of event. this item will be cleared in reference to lp# 3840838 for repair or replacement of the panel. lp# 38408 38 item currently deffered.",Yes
90,pda 3 upper right  wing panel missing 12 each fasteners.  see photo. added photo. rt wing panel 651bt. see photo s/m eva luated 12 missing fasteners on the r/h wing upper right pda 3 panel. all nutplates are intact &amp; requires installatio n of 12 screws. installed all 12 missing fasteners ref srm 51-40-01. oil service accomplished at iah for flt 1405 on 26  oct 21:35:58 engine 1: 02 added   by u350191 engine 2: 01 added   by u350191 engine 3: engine 4: apu:,Yes
91,during the check found panel missing on lh eng 5?clock (rhs). installed panel on l/h 5 oclock engine start positon. no f urther action required. work accomplished.,Yes
92,during girt bar lube - found r4 door missing 1 fwd door stop fitting. installed door stop fitting bearing plate iaw b757  amm 52-11-00.,Yes
93,pylon panel hanger cracked,No
94,rt main landing gear forward of inner door panel 193ar cracked.  repaired panel iaw ea.,Yes
95,number 4 engine pylon outboard side door panel missing. accomplished major repair in accordance with flight vehicles con sulting inc engineering order number 20159.,Yes
96,aircraft was not grounded: flight attendant reports aft service door girt bar bracket is missing. replaced missing part  per amm 25-66-01 ok for service.,Yes
97,"pda 3 left wing #2 slat has one fastener head broken off/missing and another loose at actuator attach point -- see photo  photo added photo added photo added update -- one fastener missing and 3 fasteners loose -- see photo installed missing  hi lock and tightened lse as required, ref srm 51-40-02.",No
98,"pda 1 ac arrived into fll with panel 194cl missing. lp# 3211426 was original discrepancy with associated pics. this logp age opened due to pda. see associated logpages for other documented damages. installed aft wing to body fairing ac left  194cl per amm 53-51-21-400-801. ok to continue.parts used: 29-5351-3-0072,qty :1  00-0593-3-6758,qty :1  00-0593-3-0259, qty :1",Yes
99,pda 1 lav service door completely missing - part departed aircraft (pda). photo added - part departed airplane (pda) req uest deferal per cdl 52d. dispatch desk: 90   name: gp   date: 13-apr-20- tomc approved. pda to be completed by iah. cdl  applied.,No
100,pda 3 left pack exhaust diffuser door stop (l-angle) cracked and partially missing.,No
101,pylon skin panel cracked,No
102,r/h overwing exit door forward escape door direction sign missing. / installed sign per mm.,No
103,r/h overwing exit door forward escape door direction sign missing. / installed sign per mm.,No
104,aft service door slide emergency pull handle cover missing / [01] found missing handle cover and reattached iaw amm 25-6 6-01.,No
105,fwd entry door slide girt bar missing stop ring<[01] installed missing fwd entry door slide girt bar stop ring iaw amm 2 5-66-01.,No
106,"pda 2 the toilet service door  was reported missing by ramp and has been assessed to be a category 2 pda. no subsequent  damage to ac. local ops advised to perform fod chk of taxi and runways. item was place on cdl 52d and a/c was  dispatche d. during a ck of history in tocs it was noted that the aft lav service panel was found open upon arrival in ewr 15 jun  2021 ref l/p 6485616. the p/n for the door is mfg 146a7410-6. noted by mx, item on cdl 52d ref lp 6559538 installed lav  service door.",Yes
107,pda 3 found 2 screws missing from access panel under left wing just outboard of left main gear door notefied tom c and r eplaced screws as req ok to continue,Yes
108,"panel next to fo side landing gear damaged and departed from a/c. drilled, fit and installed new wing to body panel 193c r per b737 amm 53-52.",Yes
109,"(log 5564488) crew reported noise at @7000. found wing body fairing panel 192al missing and 192bl damaged as well as sup port fitting 149a7272-7 damaged. installed belly fairing panels 192al and 192bl, installed support fitting iaw b737 amm  53-51.",Yes
110,aircraft was grounded: wing to body fairing esc service door missing on arrival at gate. **supplemental report for aala2 02112294713: installed new esc door per amm 52-40-01.** (closed),Yes
111,"pax informed us when flaps were lowered on final a piece of rubber came off lt wing inspected left wing for missing seal s. found upper seal located next to outboard side of the inboard aileron missing, located at approx wing station 534. re f l/p 6194234 for missing seal and pda cat 2 write up : pda 2 found upper seal of the outboard flap inboard side next to  inboard aileron missing. ref l/p 6192731 for crew writeup(pax infomed us when flaps were lowered on final a piece of ru bber came off lt wing). ipc 57-25-01-05 item 90, 46 inches long. seal missing left wing. replaced missing seal using cmm  reference 57-53-51 as reference.log closed",Yes
112,"pda 1 during 1c visit at gso, found on arrival #2 engine inbd compressor gas fairing pn ul12642, with the majority of th e panel missing. evidence of the panel is only at the upper forward section. ref. haeco-gso nr# 9284203. added image.",Yes
113,"pda 1 during 1c visit at gso, found on arrival #2 engine inbd compressor gas fairing pn ul12642, with the majority of th e panel missing. evidence of the panel is only at the upper forward section. ref. haeco-gso nr# 9284203. added image.",Yes
114,left wing lower t/e panel not secure at bracket i/b of pylon fairing / [01] removed and replaced lower attachment bracke t assy for the left wing lower t/e panel i/b of pylon fairing per amm 57-50-02,No
115,aircraft was not grounded.  forward service door girt bar missing plastic ring that secures the bar in the bracket.  ins talled missing lock ring at forward service door girt bar by clipping it in place.,No
116,aircraft was not grounded: flight deck door difficult to open. found ceiling panel above door loose and resting on door  . resecured panel per amm 20-00-00.,No
117,"pda 2 #2 eng inboard access panel 443hl found missing. pass reported fell off during reverser deployment during landing.  ref ipc 54-53-01-05a item 60 install #2 engine pylon access panel 443hl. iaw ref 54-53-01-404-005-001 accomplished visu al inspection of surrounding area, no damage noted.",No
118,"after takeoff from ord during climb, fa''s called about vibration noise from row 14 - had pax complaints. consulted occ d iverted to cvg. found hydraulic access panel missing on right side of aircraft. panel missing for access to vscf electro nics converter assembly. insp a/c - gvi fuselage, eng inlet, horiz stab - no damage found . gvi of wing - no damage foun d. installed access door. door was removed.",Yes
119,during inspection found upper hinge half of escape slide at r3 door missing and replaced.,Yes
120,pda 1 during initial inspection during 4c check at sat found #2 eng. i/b t/r #9 cascade broken/missing and support ring  broken.,No
121,"pda 3 during w/a found small wing panel missing, rt wing leading edge under the wing o/b of #2 engine. refer to original  log page 6343710. this log page was created to include pda info. replaced panel 621cb ref ipc 57-41-10. tomc has been n otified.",Yes
122,"pda 2 during etops check found #5 brake damaged. both pins missing and pin housing bent and at least one rotor missing ( damaged). due to pda log page, notified line mx control that a sdr flag must be set and esfr needs to be filed..",No
123,pda 2 during walkaround found panel missing from #2 engine pylon inboard side. photo added. performed visual inspection  of a/c found no damage .installed panel  p/n 311t3065-247 ref ipc.   54-53-01-01 secured for flt.,Yes
124,aircraft was grounded: wing to body fairing esc service door missing on arrival at gate. **supplemental report will be s ubmitted** (open),Yes
125,pda 2 right wing inboard flap fwd canoe fairing missing 2 each attach bolts picture update ref l/p 6268454 replaced miss ing bolts as required. ok to continue.,Yes
126,"pda 2 right nose tire bearings damaged, rollers and cage assy missing inboard and outboard sides, all that remains are t he races",Yes
127,pda 1 during 1c visit upon arrival at gso found #2 engine outbd compressor fairing with large section of the panel missi ng.  replaced gas path fairing.,Yes
128,pda 1 during 1c visit upon arrival at gso found #2 engine outbd compressor fairing with large section of the panel missi ng.  replaced gas path fairing.,Yes
129,"pda 2 strut access door 436ar discovered to be missing from no1 pylon inboard position. ref l/p 4626150 placed on cdl di spatch desk: 62 date: 27-feb-20- rt pylon pnl 436ar missing cdl compliant item discovered part number 311t3065-16, paint ed, stenciled and installed.",Yes
130,"pda 2 lav service panel missing on arrival. placed on mel placed on mel inreference to gmm 02-30-95 approved update, add ing picture and setting sdr to yes for pda",Yes
131,"pda 2 discovered after landing and etops pdc that the lower press relief valve had one upper flapper door missing . ref  ipc 21-32-01-01 ref l/p 9594187 place on cdl 21a missing.airport authority notified. missing door was not found during r unway inspection. left aft fuselage and left horizontal stabilizer and elevator elevator inspected. no damage found. ins pected. no damage found tomc approves (1) lwr cabin pressure safety relief valve flapper door missing per cdl 21a dispat ch desk: 3336 name: brad date: 22-sep-22- deferred directly by tomc complied with cdl 21a maintenance requirements. the  upper lower positive relief valve upper and lower flapper doors photo added. flapper door wont reset, door hardware miss",Yes
132,"pda 2 discovered after landing and etops pdc that the lower press relief valve had one upper flapper door missing . ref  ipc 21-32-01-01 ref l/p 9594187 place on cdl 21a missing.airport authority notified. missing door was not found during r unway inspection. left aft fuselage and left horizontal stabilizer and elevator elevator inspected. no damage found. ins pected. no damage found tomc approves (1) lwr cabin pressure safety relief valve flapper door missing per cdl 21a dispat ch desk: 3336 name: brad date: 22-sep-22- deferred directly by tomc complied with cdl 21a maintenance requirements. the  upper lower positive relief valve upper and lower flapper doors photo added. flapper door wont reset, door hardware miss",Yes
133,panel missing from right inboard pylon. replaced strut access door on right engine. (lp 5615353),Yes
134,"aircraft was grounded: upon arrival at man; the hydraulic service panel was found to be missing. the panel hinges were s heared , servicing hose was found loose, the rat panel was found to be cracked and a mark was noted on the right side of  the fuselage. supplemental report: maintenance installed missing hydraulic service panel (aala201910239001), replaced d amaged rat panel per amm 53-52-01 (aala201911149017). (closed)",Yes
135,"aircraft was grounded: upon arrival at man; the hydraulic service panel was found to be missing. the panel hinges were s heared , servicing hose was found loose, the rat panel was found to be cracked and a mark was noted on the right side of  the fuselage. maintenance installed missing hydraulic service panel (aala201910239001), replaced damaged rat panel per  amm 53-52-01 (aala201911149017).",Yes
136,"pda 1 during 1c visit at gso, found on arrival #2 engine inbd compressor gas fairing, with the majority of the panel mis sing. evidence of the panel is only at the upper forward section.  replaced gas path fairing.",Yes
137,"pda 1 during 1c visit at gso, found on arrival #2 engine inbd compressor gas fairing, with the majority of the panel mis sing. evidence of the panel is only at the upper forward section.  replaced gas path fairing.",Yes
138,pda 2 number 2 engine indb lwr position blocker door hinge panel broke n off. cdl 78 ae complied with. please refer to l og page 3081272 for falls in pda cat 2 iaw gmm 02-30-95. blocker door has been add emp:u330292 r/h eng tr deactivation.   missing blocker door fairing missing removed and stowed in stowage next to flight deck entry door. dispatch desk: 63 da te: 26-apr-19- rt eng blocker door hinge panel removed cdl 78ae complied with. pda accomplished iaw gmm 02-30-95. add em p:u330282 item flagged as sdr.,Yes
139,pda 2 on inbound flight fuselage inspection found panel 443cl missing from inboard side of right hand engine pylon. #2 p ylon strut inboard panel 443cl missing. reference cdl 545310 54a. dispatch desk: 59   e: 10-feb-20- approved #2 i/b pylo n strut aft mount access panel 443cl missing.,Yes
140,pda 3 screw missing from #2 engine panel 411 bl log noted,Yes
141,pda 3 rt upper wing panel missing 11 each fasteners. see photo. added photo. inspected nut plates and replaced missing s crews on rt wing upper panel 651bt.,Yes
142,(log 5515918 pda) during preflight discovered large panel missing forward of right main wheel well. maintenance reinstal led body panel 192br per amm 53-51.,Yes
143,pda 3 #2 engine missing a screw from fwd inboard pylon panel. replaced 1 missing screw as requried.,No
144,(log 7182836) during post-flight inspection it was discovered that the panel aft on the right wheel well is badly damage d- most of it is missing. removed broken panel 193cr. inspected underlying structure no damage noted. installed new pane l per b737 amm 53-51.,Yes
145,upper right hand wing island panel between inboard and outboard flaps damaged / missing.,No
146,upper right hand wing island panel between inboard and outboard flaps damaged / missing.,No
147,"this is a supplemental report for the same control number submitted on 8/16/22. pda 1 lav service door found missing. in stalled missing exterior aft lav service door panel. ops checked panel , ops normal.",Yes
148,"parts departing airplane reporting - number 6 spoiler panel found damaged, with pieces missing. - number 6 spoiler panel  will be replaced, prior to next departure.",Yes
149,"pda 1 cleaning crew reported aft lav service door missing at arrival time at b terminal part info and photos placed item  on cdl door missing, found no other damage at this time, all attaching hardware most be replaced.",No
150,pda 1 found panel missing (193cl) just aft of left wheel well on walkaround updated maa code fix using vendor maa screen  please contact tomc before commencing any work. please evaluate panel area and check for damage on the aircraft. instal led new panel center wing to body fairing panel (193cl) per amm 53-51-21 just aft of left wheel well as required.  ok fo r service.  verified no interference with flap operation,Yes
151,pda 2 lavatory servicing panel missing on arrival 145 al panel found on runway port authority returned . panel is in ok  to cdl 52d cockpit . dispatch desk: dd33 name: mc                   date: 15-dec-21- toilet service door missing,Yes
152,rt inbd engine pylon panel missing. installed panel.,Yes
153,pda 2 during walkaround found missing panel on rt wing outbd of pylon. panel 621cb. updated with pictures installed pane l ref amm 57-41-01,Yes
154,pda 3 screw missing from rt pylon upper panel near leading egge replaced missing screw,Yes
155,left engine outboard pylon strut access panel missing. installed new panel.,Yes
156,right engine pylon aft outboard side panel assembly is missing panel number 446al. the panel possibly departed during op eration of the aircraft. the airplane was removed from service (grounded) and a serviceable panel 446al was installed. t he cause of the missing panel is unknown.,Yes
