ID,Text,Label,,,,,
68,"discrepancy : at 2300z at fl240 a loud noise was heard followed by the illumination of the nose gear red light and a vibration ration after the nose gear and main landing gear green and red light came on. declared an emergency with miami and requested emergency vehicles. landed safely, fire truck inspected, the aircraft taxied to gate. corrective action : performed inspections of all three landing gear iaw amm 05-51-47 and 32-13-00. found missing bushing at left hand outer aft attach bolt. installed missing bushing iaw amm 32-13-21. performed landing gear sensor inspection and test iaw amm 32-09-00 and 32-08-02, all normal. performed landing gear lever switch inspection and check iaw amm 32-61-11, no discrepancy not",Yes,,,,,
69,aircraft was grounded : tower reported smoke coming from left main gear area at sna after landing. maintenance removed and replaced #1 main landing gear tire iaw amm 32-45-11.,Yes,,,,,
70,"aircraft was grounded : crew declared emergency into ewr on account of nose landing gear shimmy on takeoff out of dfw. maintenance found loss of tread on right nose landing gear tire. replaced left & right nose wheel assys iaw amm 32-45-21, ok for service.",Yes,,,,,
71,"on departure at gear retraction, right main indicated unsafe ran qrh, cycled gear with no change. landed with all indicator ating safe, no future problems. with gear retracted found brake harness catching on sensor arm. indication showing red with handle up and hydraulic power applied. found broken clamp on gear strut, replaced clamp. retracted gear, indication was normal.",Yes,,,,,
72,right main landing gear support fitting cracked,Yes,,,,,
73,"at 3000 ', 170kt indicated air speed, put gear handle down and flaps to 20 for before landing check list. nose gear did not go down ( no light ) and left hydraulic system pressure eicas with gear disagree message. complied with qrh, emergency declared. found nose gear steering pressure flex line leaking. removed and replaced nose gear steering flex pressure line. replaced nose gea right steering return flex line as precautionary. service left hydraulic system ref amm 12-12-01-3. cycled nose gear steering, operationaly checks good and leaks checks good. ok for service.",Yes,,,,,
74,right main landing gear did not retract on takeoff. tower notify. recieved a gear disagree eicas message. gear came up at15k. removed and replaced right main gear truck positioner actuator. ops and leak check normal. gear swings normal iaw amm 32-32-15-4. aircraft ok to continue. nature of condition : warning indication precautionary procedure : other part name : actuator part condition : inoperative,Yes,,,,,
75,"ship 0915 - air turn back, gear - after takeoff the nose gear indicated red and with the associated air noise. crew suspected nose gear was still down. corrective action : maintenance found nose landing gear strut flat. the upper schrader valve replaced. the nose gear was serviced and a gear swing was performed. the aircraft was returned to service. sdr reported due to emergency being declared.",Yes,,,,,
76,"air turn back declared emergency, after vi, takeoff decision speed, high speed violent shake prior to rotation. main landing gear tire blown. right & right nr 2 main landing gear wheel assembly per amm. nature of condition : vibration buffet precautionary procedure : unsched landing part name : tire part condition : blown",Yes,,,,,
77,"air turn back declared emergency, after vi, takeoff decision speed, high speed violent shake prior to rotation. main landing gear tire blown. right & right nr 1 main landing gear wheel assembly per amm. nature of condition : vibration buffet precautionary procedure : unsched landing part name : tire part condition : blown",Yes,,,,,
78,"air turn back declared emergency, after takeoff and landing gear lever raised the gear indication lights showed 3 red in both the up & off position. right & right landing gear control lever module per mm.",Yes,,,,,
79,aircraft was grounded left : nose landing gear extended with handle in off position after takeoff. putting handle back-up re tracted the nose gear. handle left in up position per qrh found landing gear selector valve fault. replaced selector valve and accomplished a satisfactory operational check per amm 32-31-51.,Yes,,,,,
80,left main landing gear aft support fitting cracked,Yes,,,,,
81,gear disagree gear doors after handle raised. found right gear forward drag strut actuator rod end pulled out of shaft. inspected area surrounding actuator. for damage. none noted. checked brake anti-rotation rod bolts on all main brakes. all checked good. removed and replaced right main landing gear forward gear lock actuator iaw amm 32-32-02-4. leak and ops checks good.,Yes,,,,,
82,"after takeoff, with the landing gear in the up position. the 3 main landing gear red lights would not extinguish. returned to departure. right & right the landing gear control lever module iaw amm. nature of condition : warning indication precautionary procedure : unsched landing part name : control module part condition : faulty",Yes,,,,,
83,left hand main landing gear - left hand main landing gear retract actuator upper attachment fitting structure side upper forward hole found corrosion. corrosion at left hand main landing gear retract actuator upper attachment fitting structure side upper forward hole reworked and found exceed limit as per md-11 srm 57-20-14-2r repair 1. repair bushing fabricated by machining and installed as per ea # : 1-5750-t0350145 p1 step 7. title : landing gear - anti-skid skid pkg brake - rework of the left main landing gear arb7118-7 fitting oversized hole - temperature bolt bore repair tracking. repair classified as minor per gmm 6-2-100.,Yes,,,,,
84,"crack found on forward left hand landing gear door frame. replaced lt inboard main landing gear door assembly per md88 amm 32-12. door, main landing gear, left s off 92-3210-9-0005 sn 00092. ( lp6629878 )",Yes,,,,,
85,"after takeoff, and after gear retraction, the nose landing gear red unsafe light came on, followed by a rubber burning odor. red light would stay on a few minutes and go off, then come back on until landing. declared an emergency and returned to departure without further incident. landed with three green and under max landing weight. after normal landing, maintenance installed all thee gear pins from aircraft. maintenance replaced the d1-32 nose gear locked sensor iaw amm 32-60-05, and nose gear locked wiring harness iaw swpm 20-61-00. due to odor in the cabin after takeoff, removed and replaced lt pressure regulator valve iaw amm 21-31-01. aircraft was grounded.",Yes,,,,,
86,"aircraft was grounded : on landing rollout crew felt a heavy shimmy with uncontrollable steering which resulted in the fa ilure of the nose landing gear steering system. an emergency was declared. maintenance performed a preliminary evaluation of the nose gear wheel sterring assembly and discovered the center apex pin for the torsion links was broken and had caused the torsion links to disconnect at the center attach point which caused the loss of steering of the nose landing gear. * supplemental report : replaced broken torsion link apex pin, installed new upper and lower torsion links and ac complished a satisfactory operational check per amm 32-21-31.",Yes,,,,,
87,inspection type : na after takeoff on gear retraction got gear doors eicas message and gear door light found linkage for gear operated sequence valve broken. nature of condition : warning indication precautionary procedure : unsched landing part name : linkage part condition : broken,Yes,,,,,
88,"gear disagree message, left main did not retract after takeoff. emergency declared. complied with fim 32-30-00-815-840-001 and found side brace lock actuator rod end pulled from actuator piston. removed & replaced the side brace lock actuator on lt main landing gear iaw mm 32-32-02. operation check good, no leaks noted. swung gear iaw 32-32-00. ops normal. nature of condition : warning indication precautionary procedure : unsched landing part name : rod end part condition : failed",Yes,,,,,
89,aircraft was not grounded. emergency declared. during flight received an left nose gear tire pressure status message. left nose gear tire pressure reads 0. removed and replaced left nose gear wheel and tire assembly iaw amm 32-45-02. nature of condition : warning indication precautionary procedure : other part name : tire part condition : leaking,Yes,,,,,
90,"aircraft was grounded, on first approach, after putting gear handle down, gear warning horn sounded, then went out. gear down indication showed three green and three red in the gear handle, three green on over-head panel. executed a, raised gear. on second approach, three green indicated as only top bottom ( normal indications ). found landing gear lever module at fault. replaced the lever module. operation check good.",Yes,,,,,
91,"after takeoff, and after gear retraction. the nose landing gear red unsafe light illuminated, followed by a rubber burn ing odor. red light would stay on a few minutes and go off, then come back on until landing. the flight declared an emer gency and returned to departure without further incident. landed with 3 green and under max landing weight. after normal landing, maintenance installed all three gear pins from aircraft. maintenance replaced d1-32 nose gear locked sensor iaw amm 32-60-05, and nose gear locked, wiring harness iaw swpm 20-61-00. also, due to odor in the cabin after takeoff, removed and replaced the lt pressure regulator valve iaw amm 21-31-01. aircraft was grounded.",Yes,,,,,
92,"aircraft was grounded. during taxi out to runway, crew reported left brake dragging. maintenance found nr 2 main landing gear wheel rubbing on nr 2 brake. removed and replaced wheel and tire assembly per amm 32-45-11. operational check good. nature of condition : other precautionary procedure : return to block part name : wheel part condition : damaged",Yes,,,,,
93,"landing gear lever would not move to down position, on subsequent attempts landing gear lever did not move to down position. found cotter key on landing gear handle assembly securing lever assembly to arm assembly rubbing against nr 5 display unit. safetied cotter key and installed display unit iaw amm 31-61-03. conducted gear swing iaw amm 32-30-00. operational check okay. no rubbing landing gear lever. ok nature of condition : other precautionary procedure : other part name : cotter pin part condition : unsecure",Yes,,,,,
94,"after takeoff, crew received a landing gear indication with associated air noise. the decision was made to return to departure arture. replaced the right main landing gear sequence valve.",Yes,,,,,
95,"gear handle stuck in up position, unable to lower the gear in bet on final approach runway 19. return to anc, unable to left ower the flaps in landing in anc, until 5 mile final, then they started working again. declared emergency in anc performed emergency gear extension procedure landing was normal. upon inspection found that flap and landing gear control cab les were jammed with ice where they exit the fuselage in the main landing gear wheel well. applied heat and pressurized aircraft to right emove water for cable exit area. operational checks of systems were satisfactory.",Yes,,,,,
96,"left hand main landing gear - left hand main landing gear retract actuator upper attachment fitting lower spot face first officer rward side found corrosion at left hand main landing gear - left hand main landing gear retract actuator upper attachment fitting lower spot face forward side reworked as per md-11 srm 51-21-01-og. washer fabricated by mach ini ng and installed as per ea # : 1-5740-t0350144 part 1 step 8a and step 8c, title : wings - attach fittings - left main landing gear retract support frame assembly - corrosion common to bore hples and mating surfaces. repair classified as minor per gmm 6-2 - 100.refer to ea # : 1-5740-t0350144 part 1 and snrm no. n01298 for work details.",Yes,,,,,
97,"left hand main landing gear - left hand main landing gear retract actuator upper attachment fitting lower spot face aft side found corrosion at left hand main landing gear - left hand main landing gear retract actuator upper attachment fitting lower spot face aft side reworked as per md - 11 srm 51-21-01-og. washer fabricated by machining and installed as per ea # : 1 - 5740-t0350144 part 1 step 8a and step 8c, title : wings - attach fittings - left main landing gear retract support frame assembly - corrosion common to bore hples and mating surfaces. repair classified as minor per gmm 6-2-100.ref er to ea # : 1-5740-t0350144 part 1 and snrm no. n01298 for work details.",Yes,,,,,
98,"after takeoff, after gear retraction, the nose landing gear red unsafe light came on, followed by a rubber burning odo right. red light would stay on a few minutes and go off, then come back on until landing. declared an emergency and return ed to departure without further incident. landed with three green and under max landing weight. after normal landing, maintenance installed all three gear pins from aircraft. maintenance replaced d1-32 nose gear locked sensor iaw amm 32 - 60-05, and nose gear locked wiring harness iaw swpm 20-61-00. also, due to odor in the cabin after takeoff, removed and replaced the lt pressure regulator valve iaw amm 21-31-01. aircraft was grounded.",Yes,,,,,
99,"on climbout before gear retraction, received a level-2 tire failure with aural warning. did not retract the gear. ran qrh for level 2 tire failure. declared an emergency and returned to kewr. right & right #9 main landing gear wheel tire pressure transduc ger iaw amm 32-46-03-4 and right & right computer brake temperature monitor tire pressure indicating iaw amm 32-46-02-4 all ops checks are good no faults found at this time aircraft ok for con ' t service.",Yes,,,,,
100,right main landing gear wheel well wing o body attach frame and main landing gear surround structure at outboard forward stop fitting upper free flange is cracked along bend radius. removed & replaced right main landing gear wheel well support channel iaw srm 51-40-02 & dwg 149n7553 rev center. nature of condition : other precautionary procedure : none part name : support channel part condition : cracked,Yes,,,,,
101,"left hand main landing gear - left hand main landing gear retract actuator upper attachment fitting upper hole spot fa ce aft side found corrosion at left hand main landing gear - left hand main landing gear retract actuator up per attachment fitting upper hole spot face aft side reworked as per md-11 srm 51-21-01-og. washer fabricated by machi ning and installed as per ea # : 1-5740-t0350144 part 1 step 8a and step 8c, title : wings - attach fittings - left main landing gear retract support frame assembly - corrosion common to bore hples and mating surfaces. repair classified as minor per gmm 6 - 2-100.refer to ea # : 1-5740-t0350144 part 1 and snrm no. n01298 for work details.",Yes,,,,,
102,inspection type : na * no emergency was declared - ac landed wout incident * landing gear will not retract check indicates gear trim system failed removed and replaced left hand truck beam trim cylinder iaw md11 amm 32-37-01. gear handle ope rates normally iaw fim 32-30-00-810-814,Yes,,,,,
103,"air turn back, nose gear did not retract after takeoff both red green lights illuminated on forward and upper panel on landing. the pseu light illuminated after touch down. right & right nose landing gear lock actuator iaw amm. nature of condition : warning indication precautionary procedure : unsched landing part name : actuator part condition : sheared",Yes,,,,,
104,aircraft was grounded. emergency declared. nose landing gear light disagrees with handles. alternate gear extension successful. landing uneventful. removed and replaced nose landing gear sequence valve per amm 32-34-00. operational check good. nature of condition : warning indication precautionary procedure : aborted approach part name : sequence valve part condition : faulty,Yes,,,,,
105,"status message for the landing gear monitor. no nose gear green down and locked light. followed qrh alt. extended gear still no green nose gear light. troubleshot iaw fim 32-61 ft 812, pseu faulting internal card code 010. removed and replaced pseu iaw amm 32-09-04-4, tested ok. still no nose landing gear green light indication. center light distribution unit pulled to access wires for nose landing gear light assembly iaw amm 34-22-99-4-0, all connerctors still connected. replaced center light distribution unit iaw mm 34-22-99-4-0. nose light operation check normal. nature of condition : no warning indication precautionary procedure : other part name : display part condition : failed",Yes,,,,,
106,"aircraft was grounded : pilot reports after takeoff with the gear handle selected up, the nose gear extended light stayed on with the red ng light. followed qrh, gear handle remained in the up position. maintenance performed gear swing iaw amm 32-33-00. operation check was normal with no findings.",Yes,,,,,
107,aircraft was grounded. emergency declared. dfw mia flight. landing gear disagree light illuminated before landing. completed and cycled landing gear. landing uneventful. removed and replaced landing gear control lever module assembly iaw amm 32-31-01. operational check good. nature of condition : warning indication precautionary procedure : other part name : module part condition : faulty,Yes,,,,,
108,aircraft was grounded. emergency declared. dca mia flight returned to dca account landing gear not retracting indication. uneventful landing. discovered alternate gear extension door open interfering with landing gear retraction. verified proper operation of door and switch iaw amm 32-34-00. operational check good. nature of condition : warning indication precautionary procedure : unsched landing part name : door part condition : out of position,Yes,,,,,
109,"aircraft was not grounded : after takeoff, when positioned gear handle to off position, the gear door amber light illumina trailing edge down with engine indication and crew alerting system message of "" gear door "". followed quick reference handbook procedure. when gear handle to up positioned, gear door light extinguished. flight continued to destination with no emergency declared. maintenance performed fault isolation manual procedure 32-30-00-0815-813, no fault found, cycled gear several time s, all indications remained normal and replaced left main landing gear door actuator as precautionary. maintenance also performed satisfactory operational checks.",Yes,,,,,
110,flight crew aborted takeoff due to body gear steering message. aircraft returned to blocks. removed and replaced left body gear right steering actuator per amm 32-53-11. verified lock function normal.,Yes,,,,,
111,airborne return due to gear gear door malfunction emergency declaration after takeoff gear did not indicate fully retrac trailing edge down gear door amber open light and right main red gear light complied with qrh emergency declared returned to atl. inspected and found right main landing gear follow-up torque tube assembly damaged also found skids damaged on both lt and right inboar d-door damaged inboard gear doors transferred to nr 001 and nr 002 dated 04 mar 19 removed and replaced follow-up torque tube assembly for right main landing gear replaced iaw amm 32-31 needs operation check rigged torque tube push pull cables per amm 32-31-00 page block 501 301 5 left and right sides completed adjustment of torque tube push pull cables per md 88 amm 32-31,Yes,,,,,
112,"aircraft was grounded : dfw reports nb 2 main landing gear tire blew on takeoff from ric trip 2204. main landing gear tire to blow. this caused the tread cap to separate from the tire, striking and causing damage to the left trailing edge flap and the left wing to body fairing. accomplish amm 05-51-54-210-801 for burst tire conditional inspection. accomplished burst tire inspection iaw amm 05-51-54-210 - 801. removed and replaced left inboard main flap and aft. flap iaw amm 27-51-11 and amm 27-51-12.",Yes,,,,,
113,"after takeoff, heard a loud sound as the gear was raised. during the after takeoff flow, first officer ( p. the config synoptic also showed red for the left gear. followed the qrh and brought the gear down - all green. raising the gear again per qrh lead back to all red lts for the left main. consulted mx over satcom and elected to return kind on approach, as aircraft slowed to 200k, gear unsafe lt extinguished. continued approach to uneventful landing. shgn 01may21 13 : 59 indicator u after aircraft returned to gate, the left main gear door dropped, once hydraulic pres sure was removed. upon performing the gvi of the left gear area, found door cracked around the entire perimeter of whe",Yes,,,,,
114,"left hand main landing gear - left hand main landing gear retract actuator upper attachment fitting upper hole spot face forward side found corrosion at left hand main landing gear - left hand main landing gear retract actuator upper attachment fitting upper hole spot face forward side reworked as per md-11 srm 51-21-01-og. washer fabricated by machining and installed as per ea # : 1-5740-t0350144 part 1 step 8a and step 8c, title : wings - attach fittings - left main landing gear retract support frame assembly - corrosion common to bore hples and mating surfaces. repair classified as minor per gmm 6-2-100.refer to ea # : 1-5740-t0350144 part 1 and snrm no. n01298 for work details.",Yes,,,,,
115,"nose wheel extended after handle moved to off. ran qrh, nose wheel retracted. ref fim 32-30-00-810-809 for troubleshooting. checked pseu for maintenance messages. no current faults. no fault history. interviewed captain : shortly after starting climbout with landing gear fully retracted. co-pilot placed gear handle in the "" off "" position. a loud pop and air noise heard. nose gear extended fully. green nose gear light illuminated along with red light. flight crew placed gear handle back to the "" up "" position. nose gear retracted and normal indications. flight crew reports never exceeding 250 knots during this event. crew reported snow & amperage ; slushy conditions on taxi out. crew executed qrh procedur",Yes,,,,,
116,put landing gear handle down to land. loud bang and aircraft shudder. right hydraulics lost. ran qrh procedures and landed. found right bottle pin broke. replaced bottle pin per md88 amm 57-40-02 and replaced right main landing gear retract actuator per md88 amm 32-32-02. leak check and ops good. cycled main landing gear several times with no defects noted.,Yes,,,,,
117,"after takeoff the landing gear handle would not raise to retract. ran qrh. landing gear retracted with lock override q right. removed and replaced left forward main gear truck tilt sensor iaw amm 32-09-07-2. operation check good. aircraft ok for service. sdr info : part name sensor, proximity switch system, part number 8-935-01fs, and serial number - 0785.",Yes,,,,,
118,"inspection type : na * air turn back - no emergency decl ' d-landed wno incident ac taken oos * after gear handle raised eicas msgs gear tilt & gear door synoptic showed left inbd body gear amber tilt & door not closed, gear door message intermittent for 5 min, then showed closed speed maintained below 250 knots indicated air speed gear.",Yes,,,,,
119,"on approach to runway 27 kmem, when landing gear selected down, the left gear down green light did not illuminate. declared an emergency with kmem air traffic control, made low pass to allow tower to visually verify all gear normal. normal landing after verifying gear down with tower. upon crew debrief found that the lt gear down switch light was burned out and would not test. relamped lt gear down locked light iaw amm 33-13-00-2. light illuminated and operation check good. as precaution vis ually inspected down lock sensors on main and nose gear, also performed built in test equipment test of pseu and found no discrepancies iaw fim 32-09 ft804 fig 103. aircraft has no 30 day history and is ok to continue service at this time.",Yes,,,,,
120,right main landing gear support beam fuse pin found cracked.,Yes,,,,,
121,"inspection type : 2c lt main landing gear wheel well forward side of strut cutout door landing angle is cracked. replaced cracked angle on lt main landing gear wheel well forward side of strut cutout door landing, iaw srm 51-35-01. ( minor )",Yes,,,,,
122,"landing gear lever does not move to the up position in-flight, is free to move to the up position when the lock override is used. emergency declared. pseu built in test equipment check indicated ground spoiler interlock valve failure. installed ground spoiler interlock iaw 27-62-61-400-801. operation check good. jacked aircraft iaw amm 07-11-01-580-815, and performed the landing gear control system test iaw amm 32-31-00-730-802. performed gear swing. landing gear lever ops normal. nature of condition : warning indication precautionary procedure : unsched landing part name : interlock valve part condition : faulty",Yes,,,,,
123,aircraft grounded. during takeoff roll experienced nose gear shimmy. departure control advised that tire debri was reported on runway. after landing inspection of nose gear shows right nose tire tread shed. both nose tires removed and replaced iaw amm 32-45-02.,Yes,,,,,
124,"after lowering gear handle, the right gear did not show down with gear disagree message. lights checked normal, came down with alternate gear extension. no emergency was declared and the flight landed without further incident. the aircraft was grounded. found a hydraulic leak on the right gear truck positioner pressure line. replaced the line iaw amm 20 - 10-10.",Yes,,,,,
125,"the aircraft was grounded. nose gear fail to retract on with gear handle up. red on forward panel - no lights onoh panel. the flight declared an emergency, proceeded with, and landed without further incident. maintenance replaced nose landing gear lock actuator iaw amm 32-33-21. ( see also sdr aala20170601008 ) nature of condition : other precautionary procedure : aborted approach part name : actuator part condition : faulty",Yes,,,,,
126,aircraft was grounded. emergency declared. slc ord flight returned to slc account landing gear would not retract. overweight landing uneventful. accomplished general visual inspection. cleaned proximity switches. checked operation of limit switches. verified operation of the landing gear selector valve. cycled landing gear 4 times. operational check good per amm 32-32-00. nature of condition : warning indication precautionary procedure : unsched landing part name : unknown part condition : malfunctioned,Yes,,,,,
127,"found fire extinguisher wedged in the right inboard landing gear truck between the nr 9 and 10 main landing tires. this caused the eicas warning config stabilizer on takeoff. the fire extinguisher rubbed the inboard side liner of each nr 9 and10 main landing gear tires. removed the fire extinguisher. performed conditional inspections iaw amm 05-51-58, and 05-51-25. aircraft returned to service. nature of condition : first officer. precautionary procedure : return to block part name : landing gear part condition : foreign object debris",Yes,,,,,
128,left wing aft support fitting for the main landing gear beam is cracked,Yes,,,,,
129,"after takeoff, landing gear didn ' t retract. returned for landing. found tilt actuator missing a bearing, pin worn and proximity switch bracket cracked. replaced the proximity switch bracket and main landing gear tilt actuator. system operation is normal. nature of condition : other precautionary procedure : none part name : bracket part condition : cracked",Yes,,,,,
130,"aircraft was grounded. on final approach after gear extension, gear doors eicas message and gear door light illuminated. removed and replaced right downlock operated door sequence valve for the right main landing gear iaw amm 32-32-07.operational check good. nature of condition : warning indication precautionary procedure : none part name : sequence valve part condition : faulty",Yes,,,,,
131,"during high frequency eddy current surface inspection on the left hand nose landing gear trunnion fitting aft of nose landing gear door aft hinge fitting slot out area and found 02 each cracks with length approximately 0.250 "" station 583 left hand nose landing gear trunnion fitting station 583 repair carried out as per ea 1-5310-t0312182 a part 3. title : fuselage - main frame - left nose landing gear trunion fitting crack inspection. repair classified as major per gmm 6-2-100.",Yes,,,,,
132,"discrepancy : upon landing after nose wheel touchdown a violent shimmy occured. found right main upper scissor link broken. supplemental information : removed and replaced right main gear upper and lower torsion links, torsion link pin, shimmy damp er, wow cable, right main gear strut door, # 3 and 4 main wheel and tire assemblys, performed main gear shimmy, vibration center onditional inspection.",Yes,,,,,
133,"left hand main landing gear - left hand main landing gear retract actuator upper attachment fitting upper hole forward side found corrosion at left hand main landing gear - left hand main landing gear retract actuator upper at tachment fitting upper hole forward side reworked and found within limit as per md-11 srm 57-20-14-2r repair 1. repair bushing fabricated by machining as per md-11 srm 57-20-14-2r repair 1 and ea # : 1-5740-t0350144 part 1 step 7 d ( 1 ) and installed as per ea # : 1-5740-t0350144 part 1 step 7 d ( 3 ), title : wings - attach fittings - left main landing gear retract support frame assembly - corrosion common to bore hples and mating surfaces. repair classified as minor per gmm 6-2-100.refer",Yes,,,,,
134,"aircraft was grounded : experienced gear related vibration above 100 knots on takeoff and landing. upon taxi in, experienced second left main failure both left gear tires flat reported by another aircraft. supplemental report : flight crew also reported approximately 30 minutes after sitting with the left main gear tires flat they experienced a loss of hydraulic quantity on the left hand side. maintenance main found the hydraulic line to the left gear shimmy damper severed. maintenance replaced the severed hydraulic line, bled the shimmy damper and accomplished a satisfactory leak check, per amm 32-11 - 81. ( aala202011129022 ) in addition, left hand main landing gear nr 1 ( aala202011019005 ) and nr 2 ( aala202011129021 ) tire",Yes,,,,,
135,diversion to msp due to right main landing gear unsafe light with gear up. no faults on pseu. no discrepancies noted on gear swing. no other discrepancies noted after detailed inspection. replaced right retract actuator precautionary.,Yes,,,,,
136,"left hand main landing gear - left hand main landing gear retract actuator upper attachment fitting upper aft hole first officer und corrosion at left hand main landing gear - left hand main landing gear retract actuator upper attachment fitting upper aft hole reworked and found within limit as per md-11 srm 57-20-14-2r repair 1. repair bushing fabric at ed by machining as per md-11 srm 57-20-14-2r repair 1 and ea # : 1-5740-t0350144 part 1 step 7 d ( 1 ) and installed as per ea # : 1-5740-t0350144 part 1 step 7 d ( 3 ), title : wings - attach fittings - left main landing gear retract support frame assembly - corrosion common to bore hples and mating surfaces. repair classified as minor per gmm 6-2-100.refer to ea # : 1 -",Yes,,,,,
137,aircraft was grounded. emergency declared. lax ord flight returned to lax account landing gear would not retract. overweight landing uneventful. repeat item. removed and replaced the landing gear lever module per amm 32-31-11 ( aala20170822007 ) and the proximity switch electronics unit per amm 32-09-10. operational check good. nature of condition : other precautionary procedure : unsched landing part name : pseu part condition : faulty,Yes,,,,,
138,right wing aft support fitting for the main landing gear beam is cracked,Yes,,,,,
139,"aircraft was not grounded : emergency declared due to inoperative nose landing gear indication, flight landed and taxied to gate without further incident. relamped nose landing gear down and locked light iaw amm 33-18-00, operation check good.",Yes,,,,,
140,"aircraft was grounded. experienced gear related vibration above 100 knots on takeoff and landing. upon taxi in, experienced second left main failure both left gear tires flat reported by another aircraft. flight crew also reported aproximatley 30 minutes after sitting with the left main gear tires flat they experienced a loss of hydraulic quantity on the left hand side. maintenance main found the hydraulic line to the left gear shimmy damper severed. maintenance replaced the severe d hydraulic line, bled the shimmy damper and accomplished a satisfactory leak check, per amm 32-11-81. ( aala20201112902 2 ) in addition, left hand main landing gear nr 1 ( aala202011019005 ) and nr 2 ( aala202011129021 ) tires were replaced, per",Yes,,,,,
141,"when gear was retracted initially showed left main gear unsafe on both gear light and config page. after qrh procedure s, we then had left and right main gear unsafe. during cruise. repalaced lower trapezoid fitting bushing on left door ref md 11 mm 32-14-20-4 did not break into rig or make any adjustments to the door swung gear times had no faults operation check good.",Yes,,,,,
142,"did not receive an up & locked indication on the right main gear after takeoff on both primary & secondary display. ran the checklist, cycled the gear, good down and locked, negative right main up and locked. felt a slight vibration at 16k, 230 knots with gear handle up. landing uneventful. removed right main landing gear door link. found bolt siezed into float bushing. after right emoval cleaned entire area. hat bushings found serviceable. replaced the bolt and float bushing and reinstalled right main landing gear door link. spring pressure now pulls door uplock link firmly back every time. iaw amm 32-34-05-4. also iaw tsi 32-607 388, changed right gear door uplock sensor d1-80. iaw 32-61-15-4. performed gap checks of link and bracket assembly iaw amm",Yes,,,,,
143,"on taxi to runway 25 kden upon reaching runway we received a level 2 brake overheat warning. stopped aircraft and detrmin ed the #6 tire brake indicated 650c all other brakes indicated 300 or less. we only used right brake and allowed trailing edge mp to drop to 550c and attempted to taxi back to ramp. after a short taxi not using left brake it started to climb again. stopped ac. brake indicated 750c we then had a level 2 tire "" failure "" removed and replaced #6 main landing gear tire and wheel assembly iaw md amm 11 32-41-01-4. wri 32-432349 removed and replaced #6 brake assembly iaw md11 amm 11 32-43-20-4 ops and leak check good.",Yes,,,,,
144,aircraft was grounded : flight air returned to rno on account of reported blown tire on takeoff. emergency was declared ; landed without incident. maintenance replaced both main gear tires and brakes in right landing gear iaw amm 32-41-41 & 32-4 5-11 iaw amm 32-41-41.,Yes,,,,,
145,left hydraulic system pressure light illuminated on final after landing gear down and locked and flaps at final configuration. follow ed by left hydraulic system pressure and left yaw damper. cleared runway after landing - maintenance tow to gate. removed and replaced defective flex hose on left main landing gear downlock actuator left main landing gear downlock actuator op ' s ck ' d good. no leaks noted. aircraft ok for flight. flex hose mpn 271n6119-1 no serial number.,Yes,,,,,
146,left wing landing gear support beam fuse pin found to be corroded.,Yes,,,,,
147,"left main landing gear beam retract actuator link pivot shaft aft end has circumferential cracked. removed and replaced the left main landing gear beam retract actuator link pivot shaft, reference 32-32-01-4 nature of condition : other precautionary procedure : none part name : pivot part condition : cracked",Yes,,,,,
148,"the aircraft was grounded. nose gear fail to retract on with gear handle up. red on forward panel - no lights onoh panel. the flight declared an emergency, proceeded with, and landed without further incident. maintenance replaced the nose landing gear transfer cylinder iaw amm 32-33-41. ( see also sdr aala201706049001 ) nature of condition : other precautionary procedure : aborted approach part name : cylinder part condition : faulty",Yes,,,,,
149,"aircraft was grounded. experienced gear related vibration above 100 knots on to and landing. upon taxi in, experienced second left main failure both left gear tires flat reported by another aircraft. flight crew also reported aproximatley 30 minutes after sitting with the left main gear tires flat they experienced a loss of hydraulic quantity on the left hand side. maintenance main found the hydraulic line to the left gear shimmy damper severed. maintenance replaced the sever ed hydraulic line, bled the shimmy damper and accomplished a satisfactory leak check, per amm 32-11-81. ( aala2020111290 22 ) in addition, left hand main landing gear nr 1 ( aala202011019005 ) and nr 2 ( aala202011129021 ) tires were replaced, pe",Yes,,,,,
150,"during inspection maintenance found crack of 0.093 "" on box support assembly of the aileron trim actuator attachment lug at left h main landing gear wheel well. box support assembly of the aileron trim actuator attachment lug at left main landing gear wheel well was repaired era 590462-14. ( lp 1748160 )",Yes,,,,,
151,"( air turn back ) returned to atl due to gear disagree message during gear up selection with an associated gear warning light. crew completed qrh procedure and declared an emergency with air traffic control. gear extension resulted in normal gear down indication. replaced gear operated sequence valve, leak and op cks good. nature of condition : warning indication precautionary procedure : none part name : sequence valve part condition : malfunctioned",Yes,,,,,
152,aircraft was grounded. emergency declared. lax ord flight returned to lax account landing gear would not retract. overweight landing uneventful. repeat item. removed and replaced the landing gear lever module per amm 32-31-11 and the proximity switch electronics unit per amm 32-09-10 ( aala201708249021 ). operational check good. nature of condition : other precautionary procedure : unsched landing part name : module part condition : faulty,Yes,,,,,
153,"the aircraft was not grounded. during climb, status message tire pressure synoptic shows left nose 0 pounds per square inch. the flight continued to dfw, but declared an emergency for landing. the flight landed without further incident. per amm 32-45-02, removed & replaced left nose wheel & tire assembly due to leak, and right nose wheel & tire assembly due to left nose gear wheel being flat, no faults. nature of condition : warning indication precautionary procedure : none part name : tire part condition : leaking",Yes,,,,,
